;parent;name;inner.name
0;University education should be free;Should a college education be free for everyone?;What country has free college?
1;University education should be free;Should a college education be free for everyone?;Why is college so expensive?
2;University education should be free;Should uni fees be free?;Should universities be free to attend?
3;University education should be free;Should uni fees be free?;Should state colleges be free to attend?
4;University education should be free;Should uni fees be free?;What would happen if college was free?
5;University education should be free;Why should universities not be free?;How do you get all A's in college?
6;University education should be free;Why should universities not be free?;How much would it cost to make college free?
7;University education should be free;Why should universities not be free?;Why should college be cheaper?
8;University education should be free;Where can I get free university education?;In what countries is university free?
9;University education should be free;Where can I get free university education?;Where can I go to college for free?
10;University education should be free;Where can I get free university education?;How does Germany pay for free college?
