;parent;name;inner.name
0;Foreign workers should be given the right to vote in local elections where they work;Should foreigners have the right to vote?;Can legal immigrants vote?
1;Foreign workers should be given the right to vote in local elections where they work;Should foreigners have the right to vote?;Who has the right to vote in the UK?
2;Foreign workers should be given the right to vote in local elections where they work;Can non citizens vote in local elections?;Is voting a constitutional right?
3;Foreign workers should be given the right to vote in local elections where they work;Can non citizens vote in local elections?;Who ineligible to vote?
4;Foreign workers should be given the right to vote in local elections where they work;Can non citizens vote in local elections?;What are the 4 qualifications to vote in the US?
5;Foreign workers should be given the right to vote in local elections where they work;Can permanent residents vote in local elections?;Can EU citizens vote in local elections?
6;Foreign workers should be given the right to vote in local elections where they work;Can permanent residents vote in local elections?;Can EU citizens vote in UK referendum?
7;Foreign workers should be given the right to vote in local elections where they work;Can permanent residents vote in local elections?;Is voting compulsory in France?
8;Foreign workers should be given the right to vote in local elections where they work;Can foreigners vote in Japan?;Can green card holders vote in local elections?
9;Foreign workers should be given the right to vote in local elections where they work;Can foreigners vote in Japan?;How does voting work in Japan?
10;Foreign workers should be given the right to vote in local elections where they work;Can foreigners vote in Japan?;Can immigrants vote in Canada?
