;parent;name;inner.name
0;Stop the Olympic Games;Why did Olympics end?;Why are the Olympics held every 4 years?
1;Stop the Olympic Games;Why did Olympics end?;What are the 7 values of the Olympic Games?
2;Stop the Olympic Games;Why did Olympics end?;Who stopped the Olympic Games?
3;Stop the Olympic Games;Why did Olympics end?;Will the Olympics ever end?
4;Stop the Olympic Games;Why did Olympics end?;Why was the Olympics banned?
5;Stop the Olympic Games;Who stopped the Olympic Games?;Is pankration still an Olympic sport?
6;Stop the Olympic Games;Who stopped the Olympic Games?;How long do the Olympics last?
7;Stop the Olympic Games;Who stopped the Olympic Games?;Why did Baron Pierre de Coubertin start the Olympics?
8;Stop the Olympic Games;Who stopped the Olympic Games?;Will the Olympics ever end?
9;Stop the Olympic Games;Who stopped the Olympic Games?;Why was the Olympics banned?
10;Stop the Olympic Games;Will the Olympics ever end?;Who has the 2024 Olympics?
11;Stop the Olympic Games;Will the Olympics ever end?;Who will host the 2024 Olympics?
12;Stop the Olympic Games;Will the Olympics ever end?;Where are the Olympics for the next 20 years?
13;Stop the Olympic Games;Will the Olympics ever end?;Why was the Olympics banned?
14;Stop the Olympic Games;Why was the Olympics banned?;What are the 5 new sports for 2020 Olympics?
15;Stop the Olympic Games;Why was the Olympics banned?;How often are the Olympics?
16;Stop the Olympic Games;Why was the Olympics banned?;Why did the Olympics honor Zeus?
