;parent;name;inner.name
0;The payment of welfare benefits to parents should be tied to their children's school attendance records;Can a parent go to jail for truancy?;How many days can a child be absent from school?
1;The payment of welfare benefits to parents should be tied to their children's school attendance records;Can a parent go to jail for truancy?;Can parents go to jail for child missing school?
2;The payment of welfare benefits to parents should be tied to their children's school attendance records;Can a parent go to jail for truancy?;Can a parent go to jail for truancy in NY?
3;The payment of welfare benefits to parents should be tied to their children's school attendance records;Can a parent go to jail for truancy?;What happens the first time you go to court for truancy?
4;The payment of welfare benefits to parents should be tied to their children's school attendance records;Can a parent go to jail for truancy?;How many days of school can a child miss in AZ?
5;The payment of welfare benefits to parents should be tied to their children's school attendance records;Can a parent go to jail for truancy in NY?;Do schools get money based on attendance?
6;The payment of welfare benefits to parents should be tied to their children's school attendance records;Can a parent go to jail for truancy in NY?;How many excused absences are allowed in a school year?
7;The payment of welfare benefits to parents should be tied to their children's school attendance records;Can a parent go to jail for truancy in NY?;How many days of high school can you miss?
8;The payment of welfare benefits to parents should be tied to their children's school attendance records;Can a parent go to jail for truancy in NY?;What happens the first time you go to court for truancy?
9;The payment of welfare benefits to parents should be tied to their children's school attendance records;Can a parent go to jail for truancy in NY?;How many days of school can a child miss in AZ?
10;The payment of welfare benefits to parents should be tied to their children's school attendance records;What happens the first time you go to court for truancy?;How many days of school can you miss before you fail?
11;The payment of welfare benefits to parents should be tied to their children's school attendance records;What happens the first time you go to court for truancy?;Do truancy laws apply to 18 year olds?
12;The payment of welfare benefits to parents should be tied to their children's school attendance records;What happens the first time you go to court for truancy?;How many excused absences are allowed in a school year pa?
13;The payment of welfare benefits to parents should be tied to their children's school attendance records;What happens the first time you go to court for truancy?;How many days of school can a child miss in AZ?
14;The payment of welfare benefits to parents should be tied to their children's school attendance records;How many days of school can a child miss in AZ?;Is truancy a criminal offense?
15;The payment of welfare benefits to parents should be tied to their children's school attendance records;How many days of school can a child miss in AZ?;What is the legal age to dropout of school in Arizona?
16;The payment of welfare benefits to parents should be tied to their children's school attendance records;How many days of school can a child miss in AZ?;Is it mandatory to go to kindergarten in AZ?
