;parent;name;inner.name
0;Julian Assange is a journalist;What is Julian Assange known for?;What country is Julian Assange a citizen of?
1;Julian Assange is a journalist;What is Julian Assange known for?;What country is Julian Assange from?
2;Julian Assange is a journalist;What is Julian Assange known for?;What is the story of Julian Assange?
3;Julian Assange is a journalist;What is Julian Assange known for?;Where did Julian Assange go to school?
4;Julian Assange is a journalist;What is Julian Assange known for?;Who is Julian Assange mother?
5;Julian Assange is a journalist;What is the story of Julian Assange?;How old is Julian Assange?
6;Julian Assange is a journalist;What is the story of Julian Assange?;How old is Julian Assange now?
7;Julian Assange is a journalist;What is the story of Julian Assange?;Where did Julian Assange go to school?
8;Julian Assange is a journalist;What is the story of Julian Assange?;Who is Julian Assange mother?
9;Julian Assange is a journalist;Where did Julian Assange go to school?;What did Julian Assange study?
10;Julian Assange is a journalist;Where did Julian Assange go to school?;What awards has Julian Assange won?
11;Julian Assange is a journalist;Where did Julian Assange go to school?;Who is Julian Assange mother?
12;Julian Assange is a journalist;Who is Julian Assange mother?;
13;Julian Assange is a journalist;Who is Julian Assange mother?;
