;parent;name;inner.name
0;The Private Education System Should Be Abolished;Should private schools be abolished?;What is the most educated country in the world?
1;The Private Education System Should Be Abolished;Should private schools be abolished?;Which country has the smartest people?
2;The Private Education System Should Be Abolished;Should private schools be abolished?;Are private schools banned in Finland?
3;The Private Education System Should Be Abolished;Should private schools be abolished?;Do private schools help to get into college?
4;The Private Education System Should Be Abolished;Should private schools be abolished?;Which country has the best education system?
5;The Private Education System Should Be Abolished;Are private schools banned in Finland?;Are private schools allowed in Finland?
6;The Private Education System Should Be Abolished;Are private schools banned in Finland?;What country has the best education system 2018?
7;The Private Education System Should Be Abolished;Are private schools banned in Finland?;Does Finland have the best education system?
8;The Private Education System Should Be Abolished;Are private schools banned in Finland?;Do private schools help to get into college?
9;The Private Education System Should Be Abolished;Are private schools banned in Finland?;Which country has the best education system?
10;The Private Education System Should Be Abolished;Do private schools help to get into college?;Is prep school better than public school?
11;The Private Education System Should Be Abolished;Do private schools help to get into college?;Are college prep schools worth the money?
12;The Private Education System Should Be Abolished;Do private schools help to get into college?;What percent of private school students go to college?
13;The Private Education System Should Be Abolished;Do private schools help to get into college?;Which country has the best education system?
14;The Private Education System Should Be Abolished;Which country has the best education system?;Which is the best country to live and work?
15;The Private Education System Should Be Abolished;Which country has the best education system?;Which state is No 1 in education in India?
16;The Private Education System Should Be Abolished;Which country has the best education system?;Which state has the best education?
