;parent;name;inner.name
0;University Fees Should Be Scrapped;Will uni fees be scrapped?;Do student loans get forgiven after 25 years?
1;University Fees Should Be Scrapped;Will uni fees be scrapped?;Was university free in the UK?
2;University Fees Should Be Scrapped;Will tuition fees go down UK?;What tuition fee means?
3;University Fees Should Be Scrapped;Will tuition fees go down UK?;Are tuition fees going up?
4;University Fees Should Be Scrapped;Will tuition fees go down UK?;How much it costs to study medicine in UK?
5;University Fees Should Be Scrapped;How much are university fees in UK?;Can I study for free in UK?
6;University Fees Should Be Scrapped;How much are university fees in UK?;Do you have to pay to go to uni?
7;University Fees Should Be Scrapped;How much are university fees in UK?;How much does college cost UK?
8;University Fees Should Be Scrapped;How can I lower my tuition fees?;Why is tuition so high?
9;University Fees Should Be Scrapped;How can I lower my tuition fees?;Can you negotiate college tuition?
10;University Fees Should Be Scrapped;How can I lower my tuition fees?;How can I get college tuition discounts?
