;parent;name;inner.name
0;Cell phone radiation is safe;How much radiation does a cell phone emit?;Can you get cancer from putting your phone in your pocket?
1;Cell phone radiation is safe;How much radiation does a cell phone emit?;Can WiFi give you cancer?
2;Cell phone radiation is safe;How can I protect myself from cell phone radiation?;What materials can block radiation?
3;Cell phone radiation is safe;How can I protect myself from cell phone radiation?;How can cell phones be dangerous?
4;Cell phone radiation is safe;How can I protect myself from cell phone radiation?;Do cell phone radiation protectors work?
5;Cell phone radiation is safe;Are cell phones safe?;Are cell phones safe or dangerous?
6;Cell phone radiation is safe;Are cell phones safe?;How cell phones affect a child's brain?
7;Cell phone radiation is safe;Are cell phones safe?;Can iphones cause cancer?
8;Cell phone radiation is safe;How does mobile radiation affect humans?;Are cell phones bad for your brain?
9;Cell phone radiation is safe;How does mobile radiation affect humans?;How can I reduce my phone radiation?
10;Cell phone radiation is safe;How does mobile radiation affect humans?;How do phones affect sleep?
